überlebt,klasse,geschlecht,alter,geschwister_ehepartner,eltern_kinder,fahrpreis,eingestiegen,klassenbezeichnung,rolle,erwachsener_mann,deck,hafen,lebendig,allein
1,3,männlich,16.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,ja,True
0,2,männlich,27.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,nein,True
0,3,männlich,51.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,3,männlich,,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,nein,True
1,1,männlich,38.0,1,0,90.0,Southampton,Erste,Mann,True,C,Southampton,ja,False
0,3,männlich,22.0,0,0,9.35,Southampton,Dritte,Mann,True,,Southampton,nein,True
1,2,männlich,19.0,0,0,10.5,Southampton,Zweite,Mann,True,,Southampton,ja,True
0,3,männlich,20.5,0,0,7.25,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,2,männlich,18.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,nein,True
0,3,weiblich,,3,1,25.4667,Southampton,Dritte,Frau,False,,Southampton,nein,False
1,1,weiblich,35.0,1,0,83.475,Southampton,Erste,Frau,False,C,Southampton,ja,False
0,3,männlich,29.0,0,0,7.775,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,2,männlich,59.0,0,0,13.5,Southampton,Zweite,Mann,True,,Southampton,nein,True
1,3,weiblich,5.0,4,2,31.3875,Southampton,Dritte,Kind,False,,Southampton,ja,False
0,2,männlich,24.0,0,0,10.5,Southampton,Zweite,Mann,True,,Southampton,nein,True
0,3,weiblich,,0,0,7.55,Southampton,Dritte,Frau,False,,Southampton,nein,True
0,2,männlich,44.0,1,0,26.0,Southampton,Zweite,Mann,True,,Southampton,nein,False
1,2,weiblich,8.0,0,2,26.25,Southampton,Zweite,Kind,False,,Southampton,ja,False
0,2,männlich,19.0,0,0,10.5,Southampton,Zweite,Mann,True,,Southampton,nein,True
0,2,männlich,33.0,0,0,12.275,Southampton,Zweite,Mann,True,,Southampton,nein,True
0,3,weiblich,,1,0,14.4542,Cherbourg,Dritte,Frau,False,,Cherbourg,nein,False
1,3,weiblich,,1,0,15.5,Queenstown,Dritte,Frau,False,,Queenstown,ja,False
0,2,männlich,29.0,0,0,10.5,Southampton,Zweite,Mann,True,,Southampton,nein,True
0,3,männlich,22.0,0,0,7.125,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,3,männlich,30.0,0,0,7.225,Cherbourg,Dritte,Mann,True,,Cherbourg,nein,True
0,1,männlich,44.0,2,0,90.0,Queenstown,Erste,Mann,True,C,Queenstown,nein,False
0,3,weiblich,25.0,0,0,7.775,Southampton,Dritte,Frau,False,,Southampton,nein,True
1,2,weiblich,24.0,0,2,14.5,Southampton,Zweite,Frau,False,,Southampton,ja,False
1,1,männlich,37.0,1,1,52.5542,Southampton,Erste,Mann,True,D,Southampton,ja,False
0,2,männlich,54.0,1,0,26.0,Southampton,Zweite,Mann,True,,Southampton,nein,False
0,3,männlich,,0,0,7.25,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,3,weiblich,29.0,1,1,10.4625,Southampton,Dritte,Frau,False,G,Southampton,nein,False
0,1,männlich,62.0,0,0,26.55,Southampton,Erste,Mann,True,C,Southampton,nein,True
0,3,männlich,30.0,1,0,16.1,Southampton,Dritte,Mann,True,,Southampton,nein,False
0,3,weiblich,41.0,0,2,20.2125,Southampton,Dritte,Frau,False,,Southampton,nein,False
1,3,weiblich,29.0,0,2,15.2458,Cherbourg,Dritte,Frau,False,,Cherbourg,ja,False
1,1,weiblich,,0,0,79.2,Cherbourg,Erste,Frau,False,,Cherbourg,ja,True
1,1,weiblich,30.0,0,0,86.5,Southampton,Erste,Frau,False,B,Southampton,ja,True
1,1,weiblich,35.0,0,0,512.3292,Cherbourg,Erste,Frau,False,,Cherbourg,ja,True
1,2,weiblich,50.0,0,1,26.0,Southampton,Zweite,Frau,False,,Southampton,ja,False
0,3,männlich,,0,0,7.75,Queenstown,Dritte,Mann,True,,Queenstown,nein,True
1,3,männlich,3.0,4,2,31.3875,Southampton,Dritte,Kind,False,,Southampton,ja,False
0,1,männlich,52.0,1,1,79.65,Southampton,Erste,Mann,True,E,Southampton,nein,False
0,1,männlich,40.0,0,0,0.0,Southampton,Erste,Mann,True,B,Southampton,nein,True
0,3,weiblich,,0,0,7.75,Queenstown,Dritte,Frau,False,,Queenstown,nein,True
0,2,männlich,36.0,0,0,10.5,Southampton,Zweite,Mann,True,,Southampton,nein,True
0,3,männlich,16.0,4,1,39.6875,Southampton,Dritte,Mann,True,,Southampton,nein,False
1,3,männlich,25.0,1,0,7.775,Southampton,Dritte,Mann,True,,Southampton,ja,False
1,1,weiblich,58.0,0,1,153.4625,Southampton,Erste,Frau,False,C,Southampton,ja,False
1,1,weiblich,35.0,0,0,135.6333,Southampton,Erste,Frau,False,C,Southampton,ja,True
0,1,männlich,,0,0,31.0,Southampton,Erste,Mann,True,,Southampton,nein,True
1,3,männlich,25.0,0,0,0.0,Southampton,Dritte,Mann,True,,Southampton,ja,True
1,2,weiblich,41.0,0,1,19.5,Southampton,Zweite,Frau,False,,Southampton,ja,False
0,1,männlich,37.0,0,1,29.7,Cherbourg,Erste,Mann,True,C,Cherbourg,nein,False
1,3,weiblich,,0,0,7.75,Queenstown,Dritte,Frau,False,,Queenstown,ja,True
1,1,weiblich,63.0,1,0,77.9583,Southampton,Erste,Frau,False,D,Southampton,ja,False
0,3,weiblich,45.0,0,0,7.75,Southampton,Dritte,Frau,False,,Southampton,nein,True
0,2,männlich,,0,0,0.0,Southampton,Zweite,Mann,True,,Southampton,nein,True
0,3,männlich,7.0,4,1,29.125,Queenstown,Dritte,Kind,False,,Queenstown,nein,False
1,3,weiblich,35.0,1,1,20.25,Southampton,Dritte,Frau,False,,Southampton,ja,False
0,3,männlich,65.0,0,0,7.75,Queenstown,Dritte,Mann,True,,Queenstown,nein,True
0,3,männlich,28.0,0,0,7.8542,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,3,männlich,16.0,0,0,9.5,Southampton,Dritte,Mann,True,,Southampton,nein,True
1,3,männlich,19.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,ja,True
0,1,männlich,,0,0,26.0,Southampton,Erste,Mann,True,A,Southampton,nein,True
0,3,männlich,33.0,0,0,8.6625,Cherbourg,Dritte,Mann,True,,Cherbourg,nein,True
1,3,männlich,30.0,0,0,9.5,Southampton,Dritte,Mann,True,,Southampton,ja,True
0,3,männlich,22.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,nein,True
1,2,männlich,42.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,ja,True
1,3,weiblich,22.0,0,0,7.75,Queenstown,Dritte,Frau,False,,Queenstown,ja,True
1,1,weiblich,26.0,0,0,78.85,Southampton,Erste,Frau,False,,Southampton,ja,True
1,1,weiblich,19.0,1,0,91.0792,Cherbourg,Erste,Frau,False,B,Cherbourg,ja,False
0,2,männlich,36.0,0,0,12.875,Cherbourg,Zweite,Mann,True,D,Cherbourg,nein,True
0,3,weiblich,24.0,0,0,8.85,Southampton,Dritte,Frau,False,,Southampton,nein,True
0,3,männlich,24.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,1,männlich,,0,0,27.7208,Cherbourg,Erste,Mann,True,,Cherbourg,nein,True
0,3,männlich,23.5,0,0,7.2292,Cherbourg,Dritte,Mann,True,,Cherbourg,nein,True
0,1,weiblich,2.0,1,2,151.55,Southampton,Erste,Kind,False,C,Southampton,nein,False
1,1,männlich,,0,0,30.5,Southampton,Erste,Mann,True,C,Southampton,ja,True
1,1,weiblich,50.0,0,1,247.5208,Cherbourg,Erste,Frau,False,B,Cherbourg,ja,False
1,3,weiblich,,0,0,7.75,Queenstown,Dritte,Frau,False,,Queenstown,ja,True
1,3,männlich,,2,0,23.25,Queenstown,Dritte,Mann,True,,Queenstown,ja,False
0,3,männlich,19.0,0,0,0.0,Southampton,Dritte,Mann,True,,Southampton,nein,True
1,2,weiblich,,0,0,12.35,Queenstown,Zweite,Frau,False,E,Queenstown,ja,True
0,3,männlich,,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,nein,True
1,1,männlich,0.92,1,2,151.55,Southampton,Erste,Kind,False,C,Southampton,ja,False
1,1,weiblich,,0,0,110.8833,Cherbourg,Erste,Frau,False,,Cherbourg,ja,True
1,1,weiblich,17.0,1,0,108.9,Cherbourg,Erste,Frau,False,C,Cherbourg,ja,False
0,2,männlich,30.0,1,0,24.0,Cherbourg,Zweite,Mann,True,,Cherbourg,nein,False
1,1,weiblich,30.0,0,0,56.9292,Cherbourg,Erste,Frau,False,E,Cherbourg,ja,True
1,1,weiblich,24.0,0,0,83.1583,Cherbourg,Erste,Frau,False,C,Cherbourg,ja,True
1,1,weiblich,18.0,2,2,262.375,Cherbourg,Erste,Frau,False,B,Cherbourg,ja,False
0,2,weiblich,26.0,1,1,26.0,Southampton,Zweite,Frau,False,,Southampton,nein,False
0,3,männlich,28.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,2,männlich,43.0,1,1,26.25,Southampton,Zweite,Mann,True,,Southampton,nein,False
1,3,weiblich,26.0,0,0,7.8542,Southampton,Dritte,Frau,False,,Southampton,ja,True
1,2,weiblich,24.0,1,0,26.0,Southampton,Zweite,Frau,False,,Southampton,ja,False
0,2,männlich,54.0,0,0,14.0,Southampton,Zweite,Mann,True,,Southampton,nein,True
1,1,weiblich,31.0,0,2,164.8667,Southampton,Erste,Frau,False,C,Southampton,ja,False
1,1,weiblich,40.0,1,1,134.5,Cherbourg,Erste,Frau,False,E,Cherbourg,ja,False
0,3,männlich,22.0,0,0,7.25,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,3,männlich,27.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,nein,True
1,2,weiblich,30.0,0,0,12.35,Queenstown,Zweite,Frau,False,,Queenstown,ja,True
1,2,weiblich,22.0,1,1,29.0,Southampton,Zweite,Frau,False,,Southampton,ja,False
0,3,männlich,,8,2,69.55,Southampton,Dritte,Mann,True,,Southampton,nein,False
1,1,weiblich,36.0,0,0,135.6333,Cherbourg,Erste,Frau,False,C,Cherbourg,ja,True
0,3,männlich,61.0,0,0,6.2375,Southampton,Dritte,Mann,True,,Southampton,nein,True
1,2,weiblich,36.0,0,0,13.0,Southampton,Zweite,Frau,False,D,Southampton,ja,True
1,3,weiblich,31.0,1,1,20.525,Southampton,Dritte,Frau,False,,Southampton,ja,False
1,1,weiblich,16.0,0,1,57.9792,Cherbourg,Erste,Frau,False,B,Cherbourg,ja,False
1,3,weiblich,,2,0,23.25,Queenstown,Dritte,Frau,False,,Queenstown,ja,False
0,1,männlich,45.5,0,0,28.5,Southampton,Erste,Mann,True,C,Southampton,nein,True
0,1,männlich,38.0,0,1,153.4625,Southampton,Erste,Mann,True,C,Southampton,nein,False
0,3,männlich,16.0,2,0,18.0,Southampton,Dritte,Mann,True,,Southampton,nein,False
1,1,weiblich,,1,0,133.65,Southampton,Erste,Frau,False,,Southampton,ja,False
0,3,männlich,,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,1,männlich,29.0,1,0,66.6,Southampton,Erste,Mann,True,C,Southampton,nein,False
1,1,weiblich,41.0,0,0,134.5,Cherbourg,Erste,Frau,False,E,Cherbourg,ja,True
1,3,männlich,45.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,ja,True
0,1,männlich,45.0,0,0,35.5,Southampton,Erste,Mann,True,,Southampton,nein,True
1,2,männlich,2.0,1,1,26.0,Southampton,Zweite,Kind,False,F,Southampton,ja,False
1,1,weiblich,24.0,3,2,263.0,Southampton,Erste,Frau,False,C,Southampton,ja,False
0,2,männlich,28.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,nein,True
0,2,männlich,25.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,nein,True
0,2,männlich,36.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,nein,True
1,2,weiblich,24.0,0,0,13.0,Southampton,Zweite,Frau,False,F,Southampton,ja,True
1,2,weiblich,40.0,0,0,13.0,Southampton,Zweite,Frau,False,,Southampton,ja,True
1,3,weiblich,,1,0,16.1,Southampton,Dritte,Frau,False,,Southampton,ja,False
1,3,männlich,3.0,1,1,15.9,Southampton,Dritte,Kind,False,,Southampton,ja,False
0,3,männlich,42.0,0,0,8.6625,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,3,männlich,23.0,0,0,9.225,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,1,männlich,,0,0,35.0,Southampton,Erste,Mann,True,C,Southampton,nein,True
0,3,männlich,15.0,1,1,7.2292,Cherbourg,Dritte,Kind,False,,Cherbourg,nein,False
0,3,männlich,25.0,1,0,17.8,Southampton,Dritte,Mann,True,,Southampton,nein,False
0,3,männlich,,0,0,7.225,Cherbourg,Dritte,Mann,True,,Cherbourg,nein,True
0,3,männlich,28.0,0,0,9.5,Southampton,Dritte,Mann,True,,Southampton,nein,True
1,1,weiblich,22.0,0,1,55.0,Southampton,Erste,Frau,False,E,Southampton,ja,False
0,2,weiblich,38.0,0,0,13.0,Southampton,Zweite,Frau,False,,Southampton,nein,True
1,3,weiblich,,0,0,7.8792,Queenstown,Dritte,Frau,False,,Queenstown,ja,True
1,3,weiblich,,0,0,7.8792,Queenstown,Dritte,Frau,False,,Queenstown,ja,True
0,3,männlich,40.0,1,4,27.9,Southampton,Dritte,Mann,True,,Southampton,nein,False
0,2,männlich,29.0,1,0,27.7208,Cherbourg,Zweite,Mann,True,,Cherbourg,nein,False
0,3,weiblich,45.0,0,1,14.4542,Cherbourg,Dritte,Frau,False,,Cherbourg,nein,False
0,3,männlich,35.0,0,0,7.05,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,3,männlich,,1,0,15.5,Queenstown,Dritte,Mann,True,,Queenstown,nein,False
0,3,männlich,30.0,0,0,7.25,Southampton,Dritte,Mann,True,,Southampton,nein,True
1,1,weiblich,60.0,1,0,75.25,Cherbourg,Erste,Frau,False,D,Cherbourg,ja,False
1,3,weiblich,,0,0,7.2292,Cherbourg,Dritte,Frau,False,,Cherbourg,ja,True
1,3,weiblich,,0,0,7.75,Queenstown,Dritte,Frau,False,,Queenstown,ja,True
1,1,weiblich,24.0,0,0,69.3,Cherbourg,Erste,Frau,False,B,Cherbourg,ja,True
1,1,männlich,25.0,1,0,55.4417,Cherbourg,Erste,Mann,True,E,Cherbourg,ja,False
0,3,männlich,18.0,1,0,6.4958,Southampton,Dritte,Mann,True,,Southampton,nein,False
0,3,männlich,19.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,1,männlich,22.0,0,0,135.6333,Cherbourg,Erste,Mann,True,,Cherbourg,nein,True
0,3,weiblich,3.0,3,1,21.075,Southampton,Dritte,Kind,False,,Southampton,nein,False
1,1,weiblich,,1,0,82.1708,Cherbourg,Erste,Frau,False,,Cherbourg,ja,False
1,3,weiblich,22.0,0,0,7.25,Southampton,Dritte,Frau,False,,Southampton,ja,True
0,1,männlich,27.0,0,2,211.5,Cherbourg,Erste,Mann,True,C,Cherbourg,nein,False
0,3,männlich,20.0,0,0,4.0125,Cherbourg,Dritte,Mann,True,,Cherbourg,nein,True
0,3,männlich,19.0,0,0,7.775,Southampton,Dritte,Mann,True,,Southampton,nein,True
1,1,weiblich,42.0,0,0,227.525,Cherbourg,Erste,Frau,False,,Cherbourg,ja,True
1,3,weiblich,1.0,0,2,15.7417,Cherbourg,Dritte,Kind,False,,Cherbourg,ja,False
0,3,männlich,32.0,0,0,7.925,Southampton,Dritte,Mann,True,,Southampton,nein,True
1,1,weiblich,35.0,1,0,52.0,Southampton,Erste,Frau,False,,Southampton,ja,False
0,3,männlich,,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,2,männlich,18.0,0,0,73.5,Southampton,Zweite,Mann,True,,Southampton,nein,True
0,3,männlich,1.0,5,2,46.9,Southampton,Dritte,Kind,False,,Southampton,nein,False
1,2,weiblich,36.0,0,0,13.0,Southampton,Zweite,Frau,False,,Southampton,ja,True
0,3,männlich,,0,0,7.7292,Queenstown,Dritte,Mann,True,,Queenstown,nein,True
1,2,weiblich,17.0,0,0,12.0,Cherbourg,Zweite,Frau,False,,Cherbourg,ja,True
1,1,männlich,36.0,1,2,120.0,Southampton,Erste,Mann,True,B,Southampton,ja,False
1,3,männlich,21.0,0,0,7.7958,Southampton,Dritte,Mann,True,,Southampton,ja,True
0,3,männlich,28.0,2,0,7.925,Southampton,Dritte,Mann,True,,Southampton,nein,False
1,1,weiblich,23.0,1,0,113.275,Cherbourg,Erste,Frau,False,D,Cherbourg,ja,False
1,3,weiblich,24.0,0,2,16.7,Southampton,Dritte,Frau,False,G,Southampton,ja,False
0,3,männlich,22.0,0,0,7.7958,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,3,weiblich,31.0,0,0,7.8542,Southampton,Dritte,Frau,False,,Southampton,nein,True
0,2,männlich,46.0,0,0,26.0,Southampton,Zweite,Mann,True,,Southampton,nein,True
0,2,männlich,23.0,0,0,10.5,Southampton,Zweite,Mann,True,,Southampton,nein,True
1,2,weiblich,28.0,0,0,12.65,Southampton,Zweite,Frau,False,,Southampton,ja,True
1,3,männlich,39.0,0,0,7.925,Southampton,Dritte,Mann,True,,Southampton,ja,True
0,3,männlich,26.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,3,weiblich,21.0,1,0,9.825,Southampton,Dritte,Frau,False,,Southampton,nein,False
0,3,männlich,28.0,1,0,15.85,Southampton,Dritte,Mann,True,,Southampton,nein,False
0,3,weiblich,20.0,0,0,8.6625,Southampton,Dritte,Frau,False,,Southampton,nein,True
0,2,männlich,34.0,1,0,21.0,Southampton,Zweite,Mann,True,,Southampton,nein,False
0,3,männlich,51.0,0,0,7.75,Southampton,Dritte,Mann,True,,Southampton,nein,True
1,2,männlich,3.0,1,1,18.75,Southampton,Zweite,Kind,False,,Southampton,ja,False
0,3,männlich,21.0,0,0,7.775,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,3,weiblich,,3,1,25.4667,Southampton,Dritte,Frau,False,,Southampton,nein,False
0,3,männlich,,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,3,männlich,,0,0,6.8583,Queenstown,Dritte,Mann,True,,Queenstown,nein,True
1,1,weiblich,33.0,1,0,90.0,Queenstown,Erste,Frau,False,C,Queenstown,ja,False
0,2,männlich,,0,0,0.0,Southampton,Zweite,Mann,True,,Southampton,nein,True
1,3,männlich,44.0,0,0,7.925,Southampton,Dritte,Mann,True,,Southampton,ja,True
0,3,weiblich,,0,0,8.05,Southampton,Dritte,Frau,False,,Southampton,nein,True
1,2,weiblich,34.0,1,1,32.5,Southampton,Zweite,Frau,False,,Southampton,ja,False
1,2,weiblich,18.0,0,2,13.0,Southampton,Zweite,Frau,False,,Southampton,ja,False
0,2,männlich,30.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,nein,True
0,3,weiblich,10.0,0,2,24.15,Southampton,Dritte,Kind,False,,Southampton,nein,False
0,3,männlich,,0,0,7.8958,Cherbourg,Dritte,Mann,True,,Cherbourg,nein,True
0,3,männlich,21.0,0,0,7.7333,Queenstown,Dritte,Mann,True,,Queenstown,nein,True
0,3,männlich,29.0,0,0,7.875,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,3,weiblich,28.0,1,1,14.4,Southampton,Dritte,Frau,False,,Southampton,nein,False
0,3,männlich,18.0,1,1,20.2125,Southampton,Dritte,Mann,True,,Southampton,nein,False
0,3,männlich,,0,0,7.25,Southampton,Dritte,Mann,True,,Southampton,nein,True
1,2,weiblich,28.0,1,0,26.0,Southampton,Zweite,Frau,False,,Southampton,ja,False
1,2,weiblich,19.0,0,0,26.0,Southampton,Zweite,Frau,False,,Southampton,ja,True
0,3,männlich,,0,0,7.75,Queenstown,Dritte,Mann,True,,Queenstown,nein,True
1,3,männlich,32.0,0,0,8.05,Southampton,Dritte,Mann,True,E,Southampton,ja,True
1,1,männlich,28.0,0,0,26.55,Southampton,Erste,Mann,True,C,Southampton,ja,True
1,3,weiblich,,1,0,16.1,Southampton,Dritte,Frau,False,,Southampton,ja,False
1,2,weiblich,42.0,1,0,26.0,Southampton,Zweite,Frau,False,,Southampton,ja,False
0,3,männlich,17.0,0,0,7.125,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,1,männlich,50.0,1,0,55.9,Southampton,Erste,Mann,True,E,Southampton,nein,False
1,1,weiblich,14.0,1,2,120.0,Southampton,Erste,Kind,False,B,Southampton,ja,False
0,3,weiblich,21.0,2,2,34.375,Southampton,Dritte,Frau,False,,Southampton,nein,False
1,2,weiblich,24.0,2,3,18.75,Southampton,Zweite,Frau,False,,Southampton,ja,False
0,1,männlich,64.0,1,4,263.0,Southampton,Erste,Mann,True,C,Southampton,nein,False
0,2,männlich,31.0,0,0,10.5,Southampton,Zweite,Mann,True,,Southampton,nein,True
1,2,weiblich,45.0,1,1,26.25,Southampton,Zweite,Frau,False,,Southampton,ja,False
0,3,männlich,20.0,0,0,9.5,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,3,männlich,25.0,1,0,7.775,Southampton,Dritte,Mann,True,,Southampton,nein,False
